Instance,User,Simulation,Backtracking percentiles idx,Total Allocated Demand,Computation Time(s),Threads,Gurobi Time(s),Speedup,Problem Type
8,500,0,6,2477925.0,0.000592542,5,0.024186875,40.81883647066368,Random
8,500,1,6,2497925.0,0.000655667,5,0.02449375,37.356996768176536,Random
8,500,2,6,2491012.5,0.000698375,5,0.042508042,60.867072847682124,Random
8,500,3,6,2466168.75,0.00046825,5,0.017183209,36.696655632674855,Random
8,500,4,5,2496131.25,0.000744291,5,0.021069125,28.307644456267777,Random
8,500,5,2,2467431.25,0.000674376,5,0.022873916,33.91863886022041,Random
8,500,6,3,2464937.5,0.000988458,5,0.023612333,23.888048859941442,Random
8,500,7,6,2438650.0,0.000532292,5,0.019006459,35.70682820707432,Random
8,500,8,6,2455962.5,0.000762125,5,0.023042417,30.234432671805806,Random
8,500,9,6,2465550.0,0.0008835,5,0.025077917,28.38473910582909,Random
8,500,10,3,2476137.5,0.000683666,5,0.0245855,35.96127348734616,Random
8,500,11,5,2502650.0,0.00100375,5,0.027403583,27.30120348692403,Random
8,500,12,6,2462656.25,0.000501166,5,0.021347083,42.59483484514113,Random
8,500,13,0,2496218.75,0.000448458,5,0.020311958,45.29288807424553,Random
8,500,14,6,2428675.0,0.000442792,5,0.018931,42.7537082874126,Random
8,500,15,5,2438381.25,0.000573708,5,0.03475325,60.57654765141849,Random
8,500,16,6,2501862.5,0.000734792,5,0.040224375,54.74253258064868,Random
8,500,17,6,2497493.75,0.000670501,5,0.034437208,51.36041258700583,Random
8,500,18,3,2450550.0,0.000791375,5,0.02289775,28.934133628178806,Random
8,500,19,6,2482875.0,0.000729542,5,0.030483459,41.784378418240486,Random
8,1000,0,3,2667385.16,0.002372375,5,0.080588709,33.96963338426682,Random
8,1000,1,6,2687997.59,0.0022885,5,0.059728125,26.099246231155778,Random
8,1000,2,4,2660794.33,0.001110875,5,0.044115375,39.71227635872622,Random
8,1000,3,2,2668760.38,0.002723416,5,0.061526417,22.591633815766667,Random
8,1000,4,3,2618125.46,0.001684501,5,0.033860666,20.101303590796324,Random
8,1000,5,6,2650265.39,0.001187792,5,0.040513417,34.108174663577465,Random
8,1000,6,2,2651147.75,0.002070542,5,0.053143333,25.66638735171757,Random
8,1000,7,6,2668708.86,0.001824791,5,0.055045208,30.165212344865793,Random
8,1000,8,6,2652707.79,0.001276,5,0.043737375,34.27693965517241,Random
8,1000,9,6,2638878.12,0.001868541,5,0.048111792,25.748320213471366,Random
8,1000,10,3,2657284.3,0.002005459,5,0.05122425,25.54240700009325,Random
8,1000,11,6,2644706.58,0.001180583,5,0.03917,33.178522814575516,Random
8,1000,12,3,2624090.81,0.001074083,5,0.040686916,37.88060699219706,Random
8,1000,13,5,2662444.14,0.001755125,5,0.047208042,26.89725347197493,Random
8,1000,14,3,2682855.18,0.001385916,5,0.047153625,34.02343648532811,Random
8,1000,15,3,2665486.9,0.002134375,5,0.089070708,41.73151765739385,Random
8,1000,16,6,2665514.94,0.001225708,5,0.041668375,33.99535207406658,Random
8,1000,17,6,2668575.13,0.001739374,5,0.066591833,38.284942168849255,Random
8,1000,18,5,2642117.58,0.001473375,5,0.045652084,30.98470111139391,Random
8,1000,19,4,2672974.87,0.001528959,5,0.040396708,26.421053801965915,Random
8,2500,0,6,3598792.41,0.002740583,5,0.112235375,40.953101949475716,Random
8,2500,1,6,3590290.07,0.003241834,5,0.106217708,32.76469677349303,Random
8,2500,2,0,3673673.19,0.0029975,5,0.122592125,40.898123436196826,Random
8,2500,3,6,3613263.07,0.004565293,5,0.111095042,24.334701409088094,Random
8,2500,4,0,3626574.6,0.003253751,5,0.105757625,32.50329389065113,Random
8,2500,5,6,3639787.26,0.004437667,5,0.095746417,21.575845371002377,Random
8,2500,6,5,3646321.81,0.003929167,5,0.096165959,24.474897351016132,Random
8,2500,7,6,3653952.53,0.004195292,5,0.144002208,34.32471637254332,Random
8,2500,8,4,3608755.05,0.004607875,5,0.164236666,35.6426044543309,Random
8,2500,9,6,3636686.17,0.004119084,5,0.090936666,22.076914673262305,Random
8,2500,10,6,3598615.41,0.003017208,5,0.082213833,27.24831466706969,Random
8,2500,11,6,3654527.91,0.0046395,5,0.122389666,26.3799258540791,Random
8,2500,12,5,3614941.72,0.003511251,5,0.094578708,26.93590062345301,Random
8,2500,13,6,3617968.17,0.003615749,5,0.116426625,32.19986370735358,Random
8,2500,14,3,3650144.67,0.004185041,5,0.115940834,27.70363157732505,Random
8,2500,15,6,3606739.37,0.001931624,5,0.073296208,37.9453806744998,Random
8,2500,16,6,3677924.66,0.004100458,5,0.12280175,29.948300897119296,Random
8,2500,17,5,3587865.3,0.004396834,5,0.141285459,32.133453071005185,Random
8,2500,18,5,3620745.7,0.005302875,5,0.097631041,18.41096405251868,Random
8,2500,19,3,3653498.04,0.003962626,5,0.088830542,22.41708957645763,Random
8,5000,0,5,5767449.9,0.003646042,5,0.094688334,25.97017094153057,Random
8,5000,1,3,5693479.46,0.003486874,5,0.144807667,41.52936613138301,Random
8,5000,2,3,5750476.91,0.004475208,5,0.102006167,22.793614732544278,Random
8,5000,3,4,5683882.69,0.003855041,5,0.169654209,44.00840587687654,Random
8,5000,4,6,5683829.14000001,0.004000291,5,0.128809292,32.199980451422164,Random
8,5000,5,5,5728374.15,0.004927749,5,0.156830791,31.82605100219187,Random
8,5000,6,5,5840954.22,0.003441917,5,0.11074775,32.17618263310824,Random
8,5000,7,3,5757361.48000001,0.0040875,5,0.10188475,24.925932721712538,Random
8,5000,8,6,5714779.78,0.00347075,5,0.113724458,32.76653691565224,Random
8,5000,9,6,5692639.69,0.003973042,5,0.145495875,36.620774459469594,Random
8,5000,10,6,5730668.66,0.003487668,5,0.157557042,45.175470256916654,Random
8,5000,11,6,5744523.69,0.003234125,5,0.09680225,29.931511614424306,Random
8,5000,12,6,5826338.57,0.00366075,5,0.104096334,28.43579430444581,Random
8,5000,13,4,5787234.26,0.003488374,5,0.125651333,36.02002910238409,Random
8,5000,14,6,5764193.29,0.004188709,5,0.103876125,24.799078904741297,Random
8,5000,15,4,5688610.14000001,0.003971001,5,0.10060775,25.335614370280943,Random
8,5000,16,5,5712866.91,0.003264667,5,0.11305275,34.629182700716484,Random
8,5000,17,6,5766125.81000001,0.003216166,5,0.119808458,37.251950925418654,Random
8,5000,18,0,5812709.52,0.002603625,5,0.137037958,52.633523644918135,Random
8,5000,19,5,5668004.38,0.004737459,5,0.152397417,32.168598609507754,Random
12,500,0,6,2907931.25,0.006245917,5,0.350410792,56.10237728103015,Cluster
12,500,1,4,2886450.0,0.010986874,5,0.355297166,32.338330811839654,Cluster
12,500,2,6,2935100.0,0.006294292,5,0.186484458,29.62755112092035,Cluster
12,500,3,6,2888593.75,0.0036125,5,0.15613625,43.221107266435986,Cluster
12,500,4,0,2897256.25,0.01342375,5,0.481616167,35.87791541111835,Cluster
12,500,5,5,2837931.25,0.01079125,5,0.361497333,33.49911576508745,Cluster
12,500,6,6,2873631.25,0.013044499,5,0.671206208,51.45511590747947,Cluster
12,500,7,6,2916425.0,0.007491709,5,0.323352833,43.16142458282883,Cluster
12,500,8,6,2918912.5,0.013362667,5,0.499033875,37.345379855683,Cluster
12,500,9,2,2920575.0,0.01056575,5,0.727494542,68.85403705368762,Cluster
12,500,10,3,2847950.0,0.0086735,5,0.32444175,37.406093272611976,Cluster
12,500,11,6,2904212.5,0.009073124,5,0.232587,25.634720742271348,Cluster
12,500,12,5,2879231.25,0.008691916,5,0.387721792,44.60717199752046,Cluster
12,500,13,5,2920006.25,0.012474125,5,0.578571792,46.38175358993115,Cluster
12,500,14,2,2902331.25,0.018923791,5,0.661819292,34.97287049936242,Cluster
12,500,15,6,2836400.0,0.00773425,5,0.480020458,62.06425419400718,Cluster
12,500,16,5,2897081.25,0.007896959,5,0.184129584,23.316517662051936,Cluster
12,500,17,5,2898393.75,0.016314833,5,0.854204417,52.35753360147787,Cluster
12,500,18,2,2869431.25,0.010028166,5,0.317319042,31.642779148251037,Cluster
12,500,19,3,2902550.0,0.011887125,5,0.500025625,42.06447101380696,Cluster
12,1000,0,6,3416066.92,0.018635083,5,1.041839875,55.90744484475867,Cluster
12,1000,1,3,3351078.01,0.021158917,5,0.961732542,45.452824546738384,Cluster
12,1000,2,6,3360007.42,0.022279334,5,0.755844584,33.92581591532314,Cluster
12,1000,3,3,3372845.84,0.019787293,5,0.987970333,49.92953472716051,Cluster
12,1000,4,5,3465467.6,0.015017458,5,0.331026375,22.042770154576093,Cluster
12,1000,5,3,3404782.78,0.017927126,5,0.886750833,49.46419370288355,Cluster
12,1000,6,6,3321884.58,0.019438958,5,0.662927666,34.103045338129746,Cluster
12,1000,7,3,3437576.38,0.021372541,5,4.003483042,187.31900161052448,Cluster
12,1000,8,3,3440342.5,0.029442416,5,2.852015334,96.86757139767334,Cluster
12,1000,9,5,3409060.2,0.022974334,5,2.323797917,101.14756392938311,Cluster
12,1000,10,5,3428036.22,0.022008417,5,1.4214425,64.58631259122362,Cluster
12,1000,11,6,3399800.95,0.022879833,5,1.384552042,60.514079888607576,Cluster
12,1000,12,3,3429348.65,0.019964,5,0.879733125,44.065975005009015,Cluster
12,1000,13,6,3419797.99,0.020494791,5,0.624109417,30.452099609115315,Cluster
12,1000,14,6,3447487.61,0.02337475,5,1.422924875,60.8744425074065,Cluster
12,1000,15,4,3416268.66,0.01984,5,0.938783584,47.317720967741934,Cluster
12,1000,16,6,3448457.25,0.017238916,5,0.685133334,39.74341159270107,Cluster
12,1000,17,6,3453232.37,0.017930626,5,2.19035725,122.157321780065,Cluster
12,1000,18,4,3377078.74,0.01786,5,1.073754,60.12060470324748,Cluster
12,1000,19,4,3366754.88,0.022152541,5,1.58396775,71.50275672664368,Cluster
12,2500,0,0,5021029.58,0.015287917,5,1.02710975,67.18441433191977,Cluster
12,2500,1,3,4886020.34,0.015407,5,1.380573333,89.60688862205491,Cluster
12,2500,2,6,4982100.43,0.0199405,5,13.734460042,688.7720990948071,Cluster
12,2500,3,4,4899655.97,0.023008376,5,5.002316875,217.41286195079564,Cluster
12,2500,4,3,4847706.43,0.014666292,5,4.384734584,298.9668134249612,Cluster
12,2500,5,5,4885873.64,0.016912459,5,4.145764709,245.13080617076437,Cluster
12,2500,6,6,4799786.27,0.026329167,5,6.446503834,244.84268089453798,Cluster
12,2500,7,2,4928738.33,0.018056918,5,1.426190542,78.98305469405133,Cluster
12,2500,8,5,4704990.57,0.016958708,5,4.886888208,288.16394550811304,Cluster
12,2500,9,3,4910411.98,0.017616542,5,2.891241375,164.12082320128434,Cluster
12,2500,10,3,4797241.21,0.017250541,5,4.809427167,278.79862822852914,Cluster
12,2500,11,5,4994257.94,0.016975917,5,2.751535667,162.0846559864778,Cluster
12,2500,12,6,4918086.13,0.01793075,5,1.038736584,57.93045935055701,Cluster
12,2500,13,6,5033409.01,0.017217792,5,4.348020125,252.53064533477928,Cluster
12,2500,14,6,5003286.12,0.019587042,5,4.397617833,224.51668980951797,Cluster
12,2500,15,6,4841837.02,0.016676625,5,3.468052042,207.9588670969096,Cluster
12,2500,16,6,4864592.76,0.017936666,5,8.024100584,447.35741770516324,Cluster
12,2500,17,3,4738953.05,0.015967708,5,2.011345167,125.96329836442399,Cluster
12,2500,18,4,4832199.02,0.018418291,5,1.715625125,93.14789982414764,Cluster
12,2500,19,4,4918408.53,0.016661792,5,5.174709125,310.5733840033532,Cluster
12,5000,0,2,6965443.89,0.03568375,5,73.252419042,2052.8228967527234,Cluster
12,5000,1,6,6771635.78,0.035630667,5,76.333392208,2142.350919448126,Cluster
12,5000,2,5,6667414.15,0.02975825,5,59.515364959,1999.9618579385549,Cluster
12,5000,3,3,6823560.32,0.029957417,5,72.33291275,2414.5243480103777,Cluster
12,5000,4,6,6641087.41,0.032699708,5,261.189892333,7987.529807085739,Cluster
12,5000,5,6,6768566.06,0.032481334,5,28.882677334,889.2084707481533,Cluster
12,5000,6,2,6411321.71,0.023887375,5,75.961726125,3179.994709548454,Cluster
12,5000,7,6,6626646.57,0.025344208,5,93.636930625,3694.6086705491057,Cluster
12,5000,8,6,6928800.82,0.025678208,5,43.114059959,1679.0135806595226,Cluster
12,5000,9,4,6706028.08,0.029042083,5,30.870441625,1062.9554920354715,Cluster
12,5000,10,3,6980082.1,0.028005458,5,68.6788385,2452.3376300434006,Cluster
12,5000,11,6,6712703.66,0.0350955,5,318.139801458,9064.974183527804,Cluster
12,5000,12,5,6733197.95,0.045647417,5,71.076875708,1557.0842860177609,Cluster
12,5000,13,4,6649360.42,0.028679292,5,35.101626333,1223.936292883381,Cluster
12,5000,14,6,6741939.82,0.029567042,5,191.8515015,6488.69445580657,Cluster
12,5000,15,2,6823216.77,0.029685001,5,60.698264458,2044.7452387823737,Cluster
12,5000,16,0,6980823.21,0.039198834,5,94.612455833,2413.6548508815335,Cluster
12,5000,17,2,6858499.52,0.036898626,5,118.246408708,3204.6290479217305,Cluster
12,5000,18,4,6738620.34,0.030813167,5,74.7207745,2424.962500608912,Cluster
12,5000,19,6,6792790.83,0.035978374,5,96.365569083,2678.4303560522217,Cluster
4,500,0,1,962750.0,0.001956168,10,0.069534166,35.546111581418366,Realistic
4,500,1,1,965875.0,0.002811417,10,0.083190084,29.59009069092205,Realistic
4,500,2,5,971325.0,0.002163707,10,0.081255833,37.553990905422964,Realistic
4,500,3,6,963325.0,0.002569292,10,0.049378875,19.218864574365234,Realistic
4,500,4,1,953100.0,0.000849416,10,0.03877025,45.64341853697128,Realistic
4,500,5,6,960450.0,0.001519917,10,0.0762365,50.15833101412775,Realistic
4,500,6,1,965650.0,0.001914916,10,0.077827917,40.642992695240935,Realistic
4,500,7,6,965225.0,0.002871875,10,0.095974875,33.41889009793254,Realistic
4,500,8,1,967275.0,0.000906667,10,0.062276834,68.68765930600762,Realistic
4,500,9,6,968700.0,0.002229583,10,0.109007875,48.89159766646947,Realistic
4,500,10,6,968200.0,0.003559792,10,0.087398083,24.55145778180298,Realistic
4,500,11,1,961700.0,0.001068542,10,0.069655542,65.18746291675947,Realistic
4,500,12,6,973850.0,0.001736583,10,0.064532875,37.160835387654956,Realistic
4,500,13,6,962225.0,0.001283958,10,0.08207875,63.92635117348076,Realistic
4,500,14,1,955825.0,0.000631167,10,0.063702708,100.92845158254471,Realistic
4,500,15,6,961700.0,0.001971916,10,0.053685417,27.225001977771868,Realistic
4,500,16,5,969650.0,0.0013975,10,0.052297,37.421824686940965,Realistic
4,500,17,6,970525.0,0.001891667,10,0.075995875,40.17402375788128,Realistic
4,500,18,1,966550.0,0.000561209,10,0.045441708,80.97109632953142,Realistic
4,500,19,6,974325.0,0.002135709,10,0.063629875,29.79332624435258,Realistic
4,1000,0,6,1636975.0,0.007161125,10,0.219869,30.703136727818606,Realistic
4,1000,1,6,1631275.0,0.007434959,10,0.125586875,16.891401149623018,Realistic
4,1000,2,5,1663225.0,0.007199583,10,0.225614709,31.33719119565675,Realistic
4,1000,3,6,1623075.0,0.008493542,10,0.252147459,29.68696204716478,Realistic
4,1000,4,4,1665125.0,0.007559625,10,0.289406208,38.28314340989136,Realistic
4,1000,5,4,1640075.0,0.006573041,10,0.097637375,14.854216640364786,Realistic
4,1000,6,6,1642025.0,0.008720833,10,0.226494208,25.971625416975648,Realistic
4,1000,7,5,1642300.0,0.008053541,10,0.169485334,21.04482165050131,Realistic
4,1000,8,6,1670825.0,0.011683958,10,0.148616958,12.719744285284147,Realistic
4,1000,9,4,1627250.0,0.007601333,10,0.213368666,28.069901160756938,Realistic
4,1000,10,2,1653275.0,0.012505792,10,0.255082833,20.39717540480443,Realistic
4,1000,11,6,1651175.0,0.0101295,10,0.244904708,24.177373809171232,Realistic
4,1000,12,6,1632425.0,0.008177458,10,0.250343292,30.613827915716595,Realistic
4,1000,13,6,1685275.0,0.011501041,10,0.165214417,14.365170683245108,Realistic
4,1000,14,6,1635325.0,0.009583541,10,0.215926375,22.53095958998871,Realistic
4,1000,15,5,1628725.0,0.008098625,10,0.137190958,16.94003093117659,Realistic
4,1000,16,5,1624925.0,0.00894025,10,0.12650425,14.149967842062583,Realistic
4,1000,17,4,1627600.0,0.009391916,10,0.238272833,25.369991916452403,Realistic
4,1000,18,4,1651125.0,0.009533292,10,0.203994583,21.398125956909745,Realistic
4,1000,19,5,1630400.0,0.007323292,10,0.169009584,23.078362026258134,Realistic
4,2500,0,6,3411675.0,0.00821175,10,0.141427042,17.22252163059031,Realistic
4,2500,1,6,3509350.0,0.009801874,10,0.209592708,21.382922082042676,Realistic
4,2500,2,6,3425300.0,0.006798083,10,0.132204916,19.447381857503064,Realistic
4,2500,3,6,3413125.0,0.007469084,10,0.22928,30.697204637141585,Realistic
4,2500,4,4,3423675.0,0.008888625,10,0.18071825,20.33140671363681,Realistic
4,2500,5,6,3426425.0,0.007024958,10,0.269409125,38.35028266361166,Realistic
4,2500,6,6,3448775.0,0.008253708,10,0.153756417,18.628768669790595,Realistic
4,2500,7,6,3411675.0,0.00843675,10,0.209062959,24.780034847542005,Realistic
4,2500,8,5,3463200.0,0.011018417,10,0.138944,12.61015988049826,Realistic
4,2500,9,5,3495750.0,0.009601375,10,0.133738792,13.929129109111974,Realistic
4,2500,10,6,3481000.0,0.008893291,10,0.182398667,20.509692868478048,Realistic
4,2500,11,2,3448175.0,0.010121126,10,0.892886375,88.22006316293268,Realistic
4,2500,12,6,3429125.0,0.010858208,10,0.122423375,11.274731060594899,Realistic
4,2500,13,6,3450375.0,0.008526459,10,0.124595,14.61274838710888,Realistic
4,2500,14,6,3419325.0,0.007407583,10,0.123570583,16.68163326688341,Realistic
4,2500,15,6,3400275.0,0.007157458,10,0.625765834,87.42850240965437,Realistic
4,2500,16,6,3482525.0,0.008891584,10,0.286589666,32.231564814548236,Realistic
4,2500,17,5,3380300.0,0.01021,10,0.152608708,14.946984133202744,Realistic
4,2500,18,6,3475425.0,0.007310125,10,0.16654,22.78210016928575,Realistic
4,2500,19,6,3392450.0,0.007360334,10,0.15058675,20.45922780134706,Realistic
4,5000,0,6,5882750.0,0.005913542,10,1.252733333,211.84145356539278,Realistic
4,5000,1,3,5883225.0,0.007749709,10,0.20840725,26.892267825798363,Realistic
4,5000,2,4,5811500.0,0.008769583,10,0.858481459,97.89307644388565,Realistic
4,5000,3,4,5875500.0,0.009686458,10,2.23436475,230.66891427186286,Realistic
4,5000,4,6,5776825.0,0.008268999,10,2.274474,275.0603791341612,Realistic
4,5000,5,6,5926150.0,0.006164375,10,2.007573167,325.6734327486566,Realistic
4,5000,6,5,5801075.0,0.005932457,10,0.142496667,24.019839840389906,Realistic
4,5000,7,4,5696850.0,0.007856416,10,1.260550208,160.44850578177122,Realistic
4,5000,8,6,5917675.0,0.007662208,10,0.350570875,45.75324436507075,Realistic
4,5000,9,6,5893925.0,0.010063916,10,0.183333375,18.216902346959177,Realistic
4,5000,10,2,5958850.0,0.008480791,10,0.209205083,24.668109731745542,Realistic
4,5000,11,6,5914125.0,0.006261833,10,1.842487,294.2408397030071,Realistic
4,5000,12,6,5841350.0,0.011091208,10,0.407104833,36.70518423241184,Realistic
4,5000,13,5,5862175.0,0.008065666,10,0.196309875,24.338954154560824,Realistic
4,5000,14,5,5918675.0,0.00980875,10,0.976755959,99.5800646361667,Realistic
4,5000,15,5,5846125.0,0.012477959,10,0.243212,19.491328670017268,Realistic
4,5000,16,5,5896350.0,0.008243791,10,1.21125975,146.92994400270456,Realistic
4,5000,17,5,5956875.0,0.005093333,10,0.211859375,41.595429751009796,Realistic
4,5000,18,6,5851875.0,0.005793291,10,0.770098083,132.9292940748186,Realistic
4,5000,19,5,5879850.0,0.005726167,10,0.285860792,49.92183986251187,Realistic
8,500,0,6,2477925.0,0.000622166,10,0.024186875,38.87527605172896,Random
8,500,1,0,2497925.0,0.000949959,10,0.02449375,25.784007520324565,Random
8,500,2,6,2491012.5,0.001392125,10,0.042508042,30.53464451827243,Random
8,500,3,5,2466168.75,0.000683541,10,0.017183209,25.13851985469782,Random
8,500,4,6,2496131.25,0.001223166,10,0.021069125,17.22507411095469,Random
8,500,5,5,2467431.25,0.00104975,10,0.022873916,21.78986996904025,Random
8,500,6,6,2464937.5,0.001360999,10,0.023612333,17.349265502766716,Random
8,500,7,1,2438650.0,0.000839543,10,0.019006459,22.639053627985703,Random
8,500,8,5,2455962.5,0.001006125,10,0.023042417,22.90214138402286,Random
8,500,9,5,2465550.0,0.001069792,10,0.025077917,23.441862530286265,Random
8,500,10,6,2476137.5,0.001258292,10,0.0245855,19.538787499245007,Random
8,500,11,1,2502650.0,0.001018917,10,0.027403583,26.894813807209026,Random
8,500,12,1,2462656.25,0.000547709,10,0.021347083,38.975227721289954,Random
8,500,13,0,2496218.75,0.000371458,10,0.020311958,54.681708295419675,Random
8,500,14,4,2428675.0,0.000613833,10,0.018931,30.840635808110672,Random
8,500,15,1,2438381.25,0.000815834,10,0.03475325,42.59843301455933,Random
8,500,16,1,2501862.5,0.000780208,10,0.040224375,51.55596328158645,Random
8,500,17,4,2497493.75,0.001039,10,0.034437208,33.1445697786333,Random
8,500,18,1,2450550.0,0.000870375,10,0.02289775,26.30791325578056,Random
8,500,19,3,2482875.0,0.001802541,10,0.030483459,16.91138176607356,Random
8,1000,0,3,2667385.16,0.004265583,10,0.080588709,18.89277714206944,Random
8,1000,1,4,2687997.59,0.004657792,10,0.059728125,12.823270124556872,Random
8,1000,2,6,2660794.33,0.002685166,10,0.044115375,16.429291522386325,Random
8,1000,3,6,2668760.38,0.004431375,10,0.061526417,13.884272263123746,Random
8,1000,4,6,2618125.46,0.001491667,10,0.033860666,22.699882748629552,Random
8,1000,5,5,2650265.39,0.001656709,10,0.040513417,24.45415398841921,Random
8,1000,6,6,2651147.75,0.002348666,10,0.053143333,22.627028704805195,Random
8,1000,7,6,2668708.86,0.002952376,10,0.055045208,18.644375919598318,Random
8,1000,8,5,2652707.79,0.001828959,10,0.043737375,23.913808346715264,Random
8,1000,9,6,2638878.12,0.003524084,10,0.048111792,13.652282976228717,Random
8,1000,10,6,2657284.3,0.002776541,10,0.05122425,18.448944207919133,Random
8,1000,11,6,2644706.58,0.001257542,10,0.03917,31.148065034806,Random
8,1000,12,6,2624090.81,0.001966291,10,0.040686916,20.692214936649766,Random
8,1000,13,5,2662444.14,0.003287876,10,0.047208042,14.35821849729126,Random
8,1000,14,6,2682855.18,0.002413334,10,0.047153625,19.5387894920471,Random
8,1000,15,3,2665486.9,0.0044135,10,0.089070708,20.181422453834823,Random
8,1000,16,5,2670063.73,0.00225925,10,0.041668375,18.443454686289698,Random
8,1000,17,6,2668575.13,0.002318875,10,0.066591833,28.717301708802758,Random
8,1000,18,5,2642117.58,0.002282084,10,0.045652084,20.004558990817166,Random
8,1000,19,6,2672974.87,0.001706417,10,0.040396708,23.673409254596034,Random
8,2500,0,6,3598792.41,0.004481292,10,0.112235375,25.045316172211052,Random
8,2500,1,5,3590290.07,0.004907166,10,0.106217708,21.64542793131514,Random
8,2500,2,5,3673673.19,0.008482625,10,0.122592125,14.452144825452026,Random
8,2500,3,6,3613263.07,0.005388666,10,0.111095042,20.616427516569036,Random
8,2500,4,5,3626574.6,0.005891793,10,0.105757625,17.949989926665786,Random
8,2500,5,6,3639787.26,0.006864958,10,0.095746417,13.947123492962374,Random
8,2500,6,6,3646321.81,0.006469501,10,0.096165959,14.864509488444316,Random
8,2500,7,6,3653952.53,0.005530542,10,0.144002208,26.03763030820487,Random
8,2500,8,5,3608755.05,0.00860525,10,0.164236666,19.085635629412277,Random
8,2500,9,3,3636686.17,0.005259666,10,0.090936666,17.289437390130857,Random
8,2500,10,6,3598615.41,0.004255875,10,0.082213833,19.3177273768614,Random
8,2500,11,6,3654527.91,0.005165292,10,0.122389666,23.69462675101427,Random
8,2500,12,6,3614941.72,0.005043583,10,0.094578708,18.75228542883105,Random
8,2500,13,6,3617968.17,0.005354082,10,0.116426625,21.74539444857214,Random
8,2500,14,6,3650144.67,0.004964999,10,0.115940834,23.351632900630996,Random
8,2500,15,6,3606739.37,0.003195583,10,0.073296208,22.936724848016777,Random
8,2500,16,6,3677924.66,0.006637042,10,0.12280175,18.50248197917084,Random
8,2500,17,4,3596201.69,0.0087,10,0.141285459,16.239707931034484,Random
8,2500,18,6,3620745.7,0.0099405,10,0.097631041,9.821542276545445,Random
8,2500,19,5,3653498.04,0.008762917,10,0.088830542,10.13709727023547,Random
8,5000,0,5,5767449.9,0.006625625,10,0.094688334,14.291230487689841,Random
8,5000,1,6,5693479.46,0.007711584,10,0.144807667,18.77794069285895,Random
8,5000,2,5,5752495.78,0.008040749,10,0.102006167,12.686152372123543,Random
8,5000,3,5,5683882.69,0.00753575,10,0.169654209,22.513248050957106,Random
8,5000,4,3,5683829.14000001,0.00862625,10,0.128809292,14.93224657296044,Random
8,5000,5,5,5728374.15,0.005251666,10,0.156830791,29.86305507623676,Random
8,5000,6,5,5840954.22,0.008358625,10,0.11074775,13.249517713738804,Random
8,5000,7,5,5757361.48000001,0.006753543,10,0.10188475,15.086118501059369,Random
8,5000,8,6,5714779.78,0.00680375,10,0.113724458,16.714967187212935,Random
8,5000,9,3,5692639.69,0.008126626,10,0.145495875,17.903601691526102,Random
8,5000,10,6,5730668.66,0.008719833,10,0.157557042,18.0688141619226,Random
8,5000,11,5,5744523.69,0.006326791,10,0.09680225,15.30037107279188,Random
8,5000,12,6,5826338.57,0.006106083,10,0.104096334,17.04797232530249,Random
8,5000,13,6,5787234.26,0.005234542,10,0.125651333,24.00426493855623,Random
8,5000,14,5,5764193.29,0.007925875,10,0.103876125,13.105950447111516,Random
8,5000,15,5,5688610.14000001,0.00547,10,0.10060775,18.392641681901278,Random
8,5000,16,5,5712866.91,0.006982417,10,0.11305275,16.191062493116636,Random
8,5000,17,5,5766125.81000001,0.006810249,10,0.119808458,17.59237555043876,Random
8,5000,18,0,5812709.52,0.003096916,10,0.137037958,44.24981433141874,Random
8,5000,19,5,5668004.38,0.007770375,10,0.152397417,19.612620626417645,Random
12,500,0,6,2907931.25,0.010043124,10,0.350410792,34.890616903664636,Cluster
